incident_day_of_week,incident_hour,zipcode,police_district,crime,population,population_density,housing_units,occupied_housing_units,median_home_value,median_household_income
Monday,10,94122.0,Park,10,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,10,94122.0,Richmond,23,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,10,94122.0,Taraval,13,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,10,94123.0,Central,1,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,10,94123.0,Northern,22,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,10,94124.0,Bayview,40,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,10,94124.0,Out of SF,1,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,10,94127.0,Ingleside,4,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,10,94127.0,Taraval,11,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,10,94129.0,Central,1,3183.0,1381.0,1132.0,1086.0,,143320.0
Monday,10,94131.0,Ingleside,2,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,10,94131.0,Mission,2,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,10,94131.0,Park,9,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,10,94132.0,Taraval,28,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Monday,10,94134.0,Bayview,37,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,10,94134.0,Ingleside,17,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,10,94134.0,Southern,1,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,10,94158.0,Bayview,9,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,10,94158.0,Central,3,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,10,94158.0,Mission,3,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,10,94158.0,Out of SF,2,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,10,94158.0,Southern,23,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,11,94102.0,Mission,23,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,11,94102.0,Northern,40,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,11,94102.0,Southern,10,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,11,94102.0,Tenderloin,30,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,11,94103.0,Mission,6,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,11,94103.0,Out of SF,3,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,11,94103.0,Southern,88,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,11,94103.0,Tenderloin,82,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,11,94104.0,Central,32,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,11,94104.0,Southern,2,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,11,94104.0,Tenderloin,2,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,11,94105.0,Central,7,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,11,94105.0,Southern,17,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,11,94107.0,Bayview,4,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,11,94107.0,Southern,2,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,11,94108.0,Central,35,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,11,94108.0,Tenderloin,5,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,11,94109.0,Central,15,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,11,94109.0,Northern,25,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,11,94109.0,Tenderloin,2,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,11,94110.0,Bayview,10,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,11,94110.0,Ingleside,14,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,11,94110.0,Mission,63,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,11,94111.0,Central,69,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Monday,11,94112.0,Ingleside,23,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,11,94112.0,Taraval,5,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,11,94114.0,Mission,13,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,11,94114.0,Park,13,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,11,94115.0,Northern,15,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,11,94115.0,Park,4,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,11,94115.0,Richmond,4,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,11,94116.0,Taraval,19,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,11,94117.0,Mission,4,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,11,94117.0,Northern,21,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,11,94117.0,Park,31,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,11,94118.0,Out of SF,2,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,11,94118.0,Park,9,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,11,94118.0,Richmond,33,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,11,94122.0,Park,1,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,11,94122.0,Richmond,26,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,11,94122.0,Taraval,18,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,11,94123.0,Northern,28,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,11,94124.0,Bayview,32,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,11,94124.0,Central,1,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,11,94124.0,Southern,1,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,11,94127.0,Ingleside,4,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,11,94127.0,Taraval,5,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,11,94129.0,Central,2,3183.0,1381.0,1132.0,1086.0,,143320.0
Monday,11,94129.0,Richmond,1,3183.0,1381.0,1132.0,1086.0,,143320.0
Monday,11,94130.0,Southern,1,2880.0,3196.0,786.0,656.0,,37500.0
Monday,11,94131.0,Ingleside,6,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,11,94131.0,Mission,4,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,11,94131.0,Park,5,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,11,94132.0,Taraval,17,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Monday,11,94134.0,Bayview,25,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,11,94134.0,Ingleside,28,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,11,94158.0,Bayview,9,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,11,94158.0,Central,1,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,11,94158.0,Mission,7,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,11,94158.0,Out of SF,4,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,11,94158.0,Park,1,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,11,94158.0,Southern,13,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,12,94102.0,Central,3,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,12,94102.0,Mission,44,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,12,94102.0,Northern,51,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,12,94102.0,Southern,10,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,12,94102.0,Tenderloin,32,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,12,94103.0,Central,1,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,12,94103.0,Ingleside,1,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,12,94103.0,Mission,7,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,12,94103.0,Northern,2,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,12,94103.0,Out of SF,2,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,12,94103.0,Southern,89,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,12,94103.0,Taraval,1,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,12,94103.0,Tenderloin,98,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,12,94104.0,Central,52,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,12,94104.0,Southern,2,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,12,94104.0,Tenderloin,6,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,12,94105.0,Central,13,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,12,94105.0,Out of SF,1,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,12,94105.0,Park,1,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,12,94105.0,Southern,27,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,12,94107.0,Bayview,5,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,12,94107.0,Central,1,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,12,94107.0,Out of SF,2,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,12,94108.0,Central,81,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,12,94108.0,Out of SF,5,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,12,94108.0,Tenderloin,9,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,12,94109.0,Central,14,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,12,94109.0,Northern,39,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,12,94109.0,Tenderloin,2,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,12,94110.0,Bayview,19,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,12,94110.0,Ingleside,26,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,12,94110.0,Mission,86,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,12,94110.0,Out of SF,3,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,12,94111.0,Central,78,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Monday,12,94112.0,Ingleside,64,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,12,94112.0,Taraval,1,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,12,94112.0,Tenderloin,1,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,12,94114.0,Mission,32,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,12,94114.0,Park,10,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,12,94115.0,Northern,17,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,12,94115.0,Park,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,12,94115.0,Richmond,11,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,12,94116.0,Out of SF,3,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,12,94116.0,Taraval,35,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,12,94117.0,Mission,15,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,12,94117.0,Northern,16,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,12,94117.0,Out of SF,1,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,12,94117.0,Park,30,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,12,94118.0,Out of SF,2,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,12,94118.0,Park,8,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,12,94118.0,Richmond,24,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,12,94122.0,Park,1,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,12,94122.0,Richmond,40,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,12,94122.0,Taraval,39,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,12,94123.0,Northern,34,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,12,94124.0,Bayview,62,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,12,94127.0,Ingleside,11,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,12,94127.0,Park,1,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,12,94127.0,Taraval,20,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,12,94129.0,Central,2,3183.0,1381.0,1132.0,1086.0,,143320.0
Monday,12,94131.0,Ingleside,8,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,12,94131.0,Mission,4,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,12,94131.0,Park,9,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,12,94132.0,Taraval,30,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Monday,12,94134.0,Bayview,21,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,12,94134.0,Ingleside,21,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,12,94158.0,Bayview,15,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,12,94158.0,Mission,6,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,12,94158.0,Southern,19,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,13,94102.0,Mission,51,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,13,94102.0,Northern,36,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,13,94102.0,Southern,15,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,13,94102.0,Tenderloin,46,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,13,94103.0,Bayview,1,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,13,94103.0,Central,3,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,13,94103.0,Ingleside,1,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,13,94103.0,Mission,17,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,13,94103.0,Out of SF,1,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,13,94103.0,Southern,55,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,13,94103.0,Tenderloin,79,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,13,94104.0,Central,66,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,13,94104.0,Southern,1,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,13,94104.0,Tenderloin,7,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,13,94105.0,Central,5,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,13,94105.0,Southern,25,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,13,94107.0,Bayview,1,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,13,94107.0,Southern,1,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,13,94108.0,Central,67,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,13,94108.0,Out of SF,4,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,13,94108.0,Richmond,1,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,13,94108.0,Tenderloin,3,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,13,94109.0,Central,21,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,13,94109.0,Northern,30,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,13,94109.0,Tenderloin,1,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,13,94110.0,Bayview,9,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,13,94110.0,Ingleside,13,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,13,94110.0,Mission,72,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,13,94111.0,Central,68,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Monday,13,94111.0,Northern,2,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Monday,13,94112.0,Ingleside,38,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,13,94112.0,Taraval,2,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,13,94114.0,Mission,12,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,13,94114.0,Park,3,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,13,94115.0,Central,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,13,94115.0,Northern,13,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,13,94115.0,Park,1,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,13,94115.0,Richmond,3,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,13,94116.0,Out of SF,1,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,13,94116.0,Taraval,26,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,13,94117.0,Mission,9,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,13,94117.0,Northern,15,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,13,94117.0,Park,28,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,13,94117.0,Southern,1,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,13,94118.0,Park,9,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,13,94118.0,Richmond,44,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,13,94122.0,Richmond,32,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,13,94122.0,Taraval,23,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,13,94123.0,Central,1,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,13,94123.0,Northern,21,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,13,94124.0,Bayview,53,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,13,94124.0,Central,1,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,13,94127.0,Ingleside,1,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,13,94127.0,Taraval,9,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,13,94129.0,Central,2,3183.0,1381.0,1132.0,1086.0,,143320.0
Monday,13,94130.0,Southern,12,2880.0,3196.0,786.0,656.0,,37500.0
Monday,13,94131.0,Ingleside,4,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,13,94131.0,Mission,3,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,13,94131.0,Park,11,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,13,94132.0,Taraval,19,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Monday,13,94134.0,Bayview,8,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,13,94134.0,Ingleside,11,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,13,94158.0,Bayview,11,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,13,94158.0,Mission,1,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,13,94158.0,Out of SF,1,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,13,94158.0,Southern,21,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,14,94102.0,Mission,33,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,14,94102.0,Northern,41,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,14,94102.0,Southern,16,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,14,94102.0,Tenderloin,38,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,14,94103.0,Central,1,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,14,94103.0,Ingleside,1,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,14,94103.0,Mission,14,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,14,94103.0,Northern,3,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,14,94103.0,Out of SF,1,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,14,94103.0,Southern,67,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,14,94103.0,Tenderloin,72,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,14,94104.0,Central,45,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,14,94104.0,Southern,3,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,14,94104.0,Tenderloin,2,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,14,94105.0,Central,4,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,14,94105.0,Southern,25,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,14,94107.0,Bayview,3,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,14,94108.0,Central,60,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,14,94108.0,Out of SF,2,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,14,94108.0,Tenderloin,7,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,14,94109.0,Central,12,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,14,94109.0,Northern,31,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,14,94109.0,Tenderloin,1,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,14,94110.0,Bayview,7,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,14,94110.0,Ingleside,16,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,14,94110.0,Mission,82,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,14,94110.0,Out of SF,1,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,14,94111.0,Central,63,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Monday,14,94111.0,Northern,2,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Monday,14,94112.0,Ingleside,35,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,14,94112.0,Taraval,3,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,14,94114.0,Mission,23,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,14,94114.0,Park,1,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,14,94115.0,Northern,20,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,14,94115.0,Richmond,4,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,14,94116.0,Out of SF,2,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,14,94116.0,Taraval,25,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,14,94117.0,Mission,2,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,14,94117.0,Northern,16,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,14,94117.0,Park,34,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,14,94117.0,Southern,1,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,14,94118.0,Park,6,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,14,94118.0,Richmond,29,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,14,94122.0,Ingleside,1,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,14,94122.0,Richmond,16,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,14,94122.0,Taraval,21,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,14,94123.0,Central,2,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,14,94123.0,Northern,28,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,14,94124.0,Bayview,57,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,14,94127.0,Ingleside,4,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,14,94127.0,Taraval,18,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,14,94129.0,Central,2,3183.0,1381.0,1132.0,1086.0,,143320.0
Monday,14,94130.0,Southern,6,2880.0,3196.0,786.0,656.0,,37500.0
Monday,14,94131.0,Ingleside,6,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,14,94131.0,Mission,7,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,14,94131.0,Park,1,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,14,94132.0,Taraval,19,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Monday,14,94134.0,Bayview,9,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,14,94134.0,Ingleside,24,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,14,94134.0,Richmond,1,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,14,94158.0,Bayview,7,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,14,94158.0,Mission,2,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,14,94158.0,Out of SF,1,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,14,94158.0,Southern,17,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,15,94102.0,Mission,24,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,15,94102.0,Northern,30,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,15,94102.0,Southern,4,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,15,94102.0,Tenderloin,32,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,15,94103.0,Mission,10,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,15,94103.0,Out of SF,2,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,15,94103.0,Southern,78,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,15,94103.0,Tenderloin,98,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,15,94104.0,Central,38,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,15,94104.0,Mission,2,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,15,94104.0,Southern,4,406.0,5232.0,368.0,207.0,1000001.0,48750.0
