incident_day_of_week,incident_hour,zipcode,crime,population,population_density,housing_units,occupied_housing_units,median_home_value,median_household_income
Monday,6,94118.0,10,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,6,94122.0,15,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,6,94123.0,1,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,6,94124.0,10,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,6,94127.0,7,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,6,94130.0,1,2880.0,3196.0,786.0,656.0,,37500.0
Monday,6,94131.0,6,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,6,94132.0,3,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Monday,6,94134.0,15,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,6,94158.0,26,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,7,94102.0,59,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,7,94103.0,81,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,7,94104.0,23,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,7,94105.0,10,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,7,94107.0,4,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,7,94108.0,30,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,7,94109.0,30,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,7,94110.0,54,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,7,94111.0,13,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Monday,7,94112.0,16,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,7,94114.0,35,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,7,94115.0,15,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,7,94116.0,13,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,7,94117.0,33,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,7,94118.0,13,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,7,94122.0,20,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,7,94123.0,8,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,7,94124.0,30,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,7,94127.0,12,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,7,94129.0,2,3183.0,1381.0,1132.0,1086.0,,143320.0
Monday,7,94130.0,2,2880.0,3196.0,786.0,656.0,,37500.0
Monday,7,94131.0,2,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,7,94132.0,6,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Monday,7,94134.0,27,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,7,94158.0,19,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,8,94102.0,87,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,8,94103.0,133,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,8,94104.0,41,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,8,94105.0,24,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,8,94107.0,7,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,8,94108.0,51,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,8,94109.0,51,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,8,94110.0,81,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,8,94111.0,35,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Monday,8,94112.0,23,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,8,94114.0,30,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,8,94115.0,28,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,8,94116.0,14,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,8,94117.0,48,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,8,94118.0,32,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,8,94122.0,47,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,8,94123.0,18,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,8,94124.0,33,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,8,94127.0,23,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,8,94130.0,6,2880.0,3196.0,786.0,656.0,,37500.0
Monday,8,94131.0,3,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,8,94132.0,9,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Monday,8,94134.0,37,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,8,94158.0,31,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,9,94102.0,93,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,9,94103.0,111,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,9,94104.0,24,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,9,94105.0,30,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,9,94107.0,6,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,9,94108.0,31,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,9,94109.0,49,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,9,94110.0,83,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,9,94111.0,22,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Monday,9,94112.0,41,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,9,94114.0,18,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,9,94115.0,13,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,9,94116.0,21,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,9,94117.0,43,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,9,94118.0,29,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,9,94122.0,24,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,9,94123.0,14,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,9,94124.0,43,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,9,94127.0,14,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,9,94129.0,2,3183.0,1381.0,1132.0,1086.0,,143320.0
Monday,9,94130.0,5,2880.0,3196.0,786.0,656.0,,37500.0
Monday,9,94131.0,8,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,9,94132.0,11,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Monday,9,94134.0,24,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,9,94158.0,47,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,10,94102.0,103,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,10,94103.0,140,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,10,94104.0,38,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,10,94105.0,34,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,10,94107.0,3,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,10,94108.0,41,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,10,94109.0,39,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,10,94110.0,96,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,10,94111.0,39,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Monday,10,94112.0,41,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,10,94114.0,20,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,10,94115.0,32,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,10,94116.0,21,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,10,94117.0,73,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,10,94118.0,39,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,10,94122.0,46,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,10,94123.0,23,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,10,94124.0,41,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,10,94127.0,15,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,10,94129.0,1,3183.0,1381.0,1132.0,1086.0,,143320.0
Monday,10,94131.0,13,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,10,94132.0,28,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Monday,10,94134.0,55,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,10,94158.0,40,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,11,94102.0,103,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,11,94103.0,179,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,11,94104.0,36,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,11,94105.0,24,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,11,94107.0,6,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,11,94108.0,40,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,11,94109.0,42,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,11,94110.0,87,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,11,94111.0,69,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Monday,11,94112.0,28,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,11,94114.0,26,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,11,94115.0,23,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,11,94116.0,19,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,11,94117.0,56,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,11,94118.0,44,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,11,94122.0,45,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,11,94123.0,28,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,11,94124.0,34,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,11,94127.0,9,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,11,94129.0,3,3183.0,1381.0,1132.0,1086.0,,143320.0
Monday,11,94130.0,1,2880.0,3196.0,786.0,656.0,,37500.0
Monday,11,94131.0,15,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,11,94132.0,17,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Monday,11,94134.0,53,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,11,94158.0,35,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,12,94102.0,140,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,12,94103.0,201,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,12,94104.0,60,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,12,94105.0,42,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,12,94107.0,8,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,12,94108.0,95,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,12,94109.0,55,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,12,94110.0,134,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,12,94111.0,78,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Monday,12,94112.0,66,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,12,94114.0,42,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,12,94115.0,29,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,12,94116.0,38,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,12,94117.0,62,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,12,94118.0,34,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,12,94122.0,80,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,12,94123.0,34,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,12,94124.0,62,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,12,94127.0,32,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,12,94129.0,2,3183.0,1381.0,1132.0,1086.0,,143320.0
Monday,12,94131.0,21,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,12,94132.0,30,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Monday,12,94134.0,42,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,12,94158.0,40,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,13,94102.0,148,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,13,94103.0,157,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,13,94104.0,74,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,13,94105.0,30,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,13,94107.0,2,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,13,94108.0,75,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,13,94109.0,52,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,13,94110.0,94,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,13,94111.0,70,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Monday,13,94112.0,40,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,13,94114.0,15,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,13,94115.0,18,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,13,94116.0,27,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,13,94117.0,53,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,13,94118.0,53,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,13,94122.0,55,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,13,94123.0,22,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,13,94124.0,54,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,13,94127.0,10,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,13,94129.0,2,3183.0,1381.0,1132.0,1086.0,,143320.0
Monday,13,94130.0,12,2880.0,3196.0,786.0,656.0,,37500.0
Monday,13,94131.0,18,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,13,94132.0,19,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Monday,13,94134.0,19,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,13,94158.0,34,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,14,94102.0,128,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,14,94103.0,159,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,14,94104.0,50,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,14,94105.0,29,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,14,94107.0,3,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,14,94108.0,69,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,14,94109.0,44,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,14,94110.0,106,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,14,94111.0,65,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Monday,14,94112.0,38,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,14,94114.0,24,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,14,94115.0,24,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,14,94116.0,27,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,14,94117.0,53,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,14,94118.0,35,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,14,94122.0,38,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,14,94123.0,30,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,14,94124.0,57,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,14,94127.0,22,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,14,94129.0,2,3183.0,1381.0,1132.0,1086.0,,143320.0
Monday,14,94130.0,6,2880.0,3196.0,786.0,656.0,,37500.0
Monday,14,94131.0,14,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,14,94132.0,19,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Monday,14,94134.0,34,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,14,94158.0,27,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,15,94102.0,90,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,15,94103.0,188,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,15,94104.0,47,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,15,94105.0,21,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,15,94107.0,4,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,15,94108.0,55,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,15,94109.0,45,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,15,94110.0,117,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,15,94111.0,54,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Monday,15,94112.0,54,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,15,94114.0,19,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,15,94115.0,20,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,15,94116.0,27,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,15,94117.0,61,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,15,94118.0,46,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,15,94122.0,45,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,15,94123.0,26,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,15,94124.0,50,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,15,94127.0,19,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,15,94129.0,2,3183.0,1381.0,1132.0,1086.0,,143320.0
Monday,15,94130.0,4,2880.0,3196.0,786.0,656.0,,37500.0
Monday,15,94131.0,11,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,15,94132.0,27,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Monday,15,94134.0,25,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,15,94158.0,42,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,16,94102.0,101,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,16,94103.0,185,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,16,94104.0,54,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,16,94105.0,39,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,16,94107.0,3,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,16,94108.0,87,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,16,94109.0,63,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,16,94110.0,155,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,16,94111.0,56,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Monday,16,94112.0,43,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,16,94114.0,28,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,16,94115.0,40,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,16,94116.0,35,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,16,94117.0,69,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,16,94118.0,44,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,16,94122.0,42,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,16,94123.0,27,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,16,94124.0,34,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,16,94127.0,18,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,16,94130.0,4,2880.0,3196.0,786.0,656.0,,37500.0
Monday,16,94131.0,27,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,16,94132.0,25,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Monday,16,94134.0,36,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,16,94158.0,25,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,17,94102.0,131,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,17,94103.0,176,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,17,94104.0,72,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,17,94105.0,42,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,17,94107.0,8,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,17,94108.0,87,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,17,94109.0,57,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,17,94110.0,129,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,17,94111.0,72,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Monday,17,94112.0,46,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,17,94114.0,26,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,17,94115.0,37,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,17,94116.0,21,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,17,94117.0,46,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,17,94118.0,38,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,17,94122.0,45,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,17,94123.0,35,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,17,94124.0,35,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,17,94127.0,13,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,17,94129.0,1,3183.0,1381.0,1132.0,1086.0,,143320.0
Monday,17,94130.0,7,2880.0,3196.0,786.0,656.0,,37500.0
Monday,17,94131.0,9,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,17,94132.0,29,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Monday,17,94134.0,29,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,17,94158.0,38,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,18,94102.0,132,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,18,94103.0,129,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,18,94104.0,63,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,18,94105.0,55,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,18,94107.0,13,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,18,94108.0,72,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,18,94109.0,65,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,18,94110.0,123,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,18,94111.0,81,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Monday,18,94112.0,30,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,18,94114.0,32,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,18,94115.0,46,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,18,94116.0,28,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,18,94117.0,65,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,18,94118.0,50,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,18,94122.0,49,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,18,94123.0,26,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,18,94124.0,48,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,18,94127.0,26,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,18,94129.0,1,3183.0,1381.0,1132.0,1086.0,,143320.0
Monday,18,94130.0,3,2880.0,3196.0,786.0,656.0,,37500.0
Monday,18,94131.0,18,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Monday,18,94132.0,32,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Monday,18,94134.0,38,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Monday,18,94158.0,44,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Monday,19,94102.0,132,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Monday,19,94103.0,129,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Monday,19,94104.0,52,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Monday,19,94105.0,49,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Monday,19,94107.0,14,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Monday,19,94108.0,63,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Monday,19,94109.0,44,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Monday,19,94110.0,108,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Monday,19,94111.0,82,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Monday,19,94112.0,32,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Monday,19,94114.0,46,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Monday,19,94115.0,37,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Monday,19,94116.0,31,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Monday,19,94117.0,53,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Monday,19,94118.0,55,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Monday,19,94122.0,68,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Monday,19,94123.0,25,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Monday,19,94124.0,49,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Monday,19,94127.0,15,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Monday,19,94129.0,5,3183.0,1381.0,1132.0,1086.0,,143320.0
