incident_day_of_week,incident_hour,zipcode,crime,population,population_density,housing_units,occupied_housing_units,median_home_value,median_household_income
Friday,0,94102.0,114,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Friday,0,94103.0,143,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Friday,0,94104.0,30,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Friday,0,94105.0,28,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Friday,0,94107.0,10,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Friday,0,94108.0,81,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Friday,0,94109.0,59,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Friday,0,94110.0,134,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Friday,0,94111.0,17,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Friday,0,94112.0,36,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Friday,0,94114.0,44,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Friday,0,94115.0,26,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Friday,0,94116.0,23,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Friday,0,94117.0,37,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Friday,0,94118.0,57,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Friday,0,94122.0,52,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Friday,0,94123.0,26,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Friday,0,94124.0,45,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Friday,0,94127.0,15,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Friday,0,94129.0,1,3183.0,1381.0,1132.0,1086.0,,143320.0
Friday,0,94130.0,6,2880.0,3196.0,786.0,656.0,,37500.0
Friday,0,94131.0,11,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Friday,0,94132.0,18,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Friday,0,94134.0,42,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Friday,0,94158.0,63,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Friday,1,94102.0,37,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Friday,1,94103.0,84,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Friday,1,94104.0,13,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Friday,1,94105.0,15,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Friday,1,94107.0,2,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Friday,1,94108.0,36,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Friday,1,94109.0,39,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Friday,1,94110.0,78,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Friday,1,94111.0,11,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Friday,1,94112.0,10,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Friday,1,94114.0,17,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Friday,1,94115.0,7,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Friday,1,94116.0,10,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Friday,1,94117.0,25,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Friday,1,94118.0,20,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Friday,1,94122.0,10,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Friday,1,94123.0,7,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Friday,1,94124.0,21,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Friday,1,94127.0,8,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Friday,1,94129.0,2,3183.0,1381.0,1132.0,1086.0,,143320.0
Friday,1,94130.0,3,2880.0,3196.0,786.0,656.0,,37500.0
Friday,1,94131.0,8,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Friday,1,94132.0,5,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Friday,1,94134.0,11,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Friday,1,94158.0,6,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Friday,2,94102.0,41,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Friday,2,94103.0,29,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Friday,2,94104.0,19,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Friday,2,94105.0,11,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Friday,2,94107.0,3,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Friday,2,94108.0,24,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Friday,2,94109.0,33,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Friday,2,94110.0,70,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Friday,2,94111.0,4,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Friday,2,94112.0,22,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Friday,2,94114.0,16,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Friday,2,94115.0,6,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Friday,2,94116.0,6,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Friday,2,94117.0,15,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Friday,2,94118.0,18,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Friday,2,94122.0,10,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Friday,2,94123.0,10,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Friday,2,94124.0,5,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Friday,2,94127.0,8,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Friday,2,94130.0,1,2880.0,3196.0,786.0,656.0,,37500.0
Friday,2,94131.0,5,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Friday,2,94132.0,9,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Friday,2,94134.0,14,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Friday,2,94158.0,13,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Friday,3,94102.0,29,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Friday,3,94103.0,35,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Friday,3,94104.0,23,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Friday,3,94105.0,8,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Friday,3,94107.0,3,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Friday,3,94108.0,25,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Friday,3,94109.0,27,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Friday,3,94110.0,53,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Friday,3,94111.0,4,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Friday,3,94112.0,10,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Friday,3,94114.0,15,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Friday,3,94115.0,7,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Friday,3,94116.0,3,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Friday,3,94117.0,9,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Friday,3,94118.0,11,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Friday,3,94122.0,10,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Friday,3,94123.0,2,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Friday,3,94124.0,4,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Friday,3,94127.0,2,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Friday,3,94131.0,1,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Friday,3,94132.0,1,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Friday,3,94134.0,14,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Friday,3,94158.0,12,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Friday,4,94102.0,47,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Friday,4,94103.0,27,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Friday,4,94104.0,18,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Friday,4,94105.0,10,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Friday,4,94107.0,1,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Friday,4,94108.0,13,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Friday,4,94109.0,23,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Friday,4,94110.0,33,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Friday,4,94112.0,8,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Friday,4,94114.0,10,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Friday,4,94115.0,7,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Friday,4,94116.0,5,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Friday,4,94117.0,18,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Friday,4,94118.0,12,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Friday,4,94122.0,10,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Friday,4,94123.0,9,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Friday,4,94124.0,6,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Friday,4,94127.0,3,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Friday,4,94131.0,3,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Friday,4,94132.0,2,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Friday,4,94134.0,4,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Friday,4,94158.0,8,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Friday,5,94102.0,18,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Friday,5,94103.0,34,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Friday,5,94104.0,19,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Friday,5,94105.0,8,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Friday,5,94107.0,3,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Friday,5,94108.0,14,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Friday,5,94109.0,16,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Friday,5,94110.0,42,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Friday,5,94111.0,4,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Friday,5,94112.0,11,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Friday,5,94114.0,11,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Friday,5,94115.0,5,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Friday,5,94116.0,6,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Friday,5,94117.0,9,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Friday,5,94118.0,10,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Friday,5,94122.0,5,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Friday,5,94123.0,10,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Friday,5,94124.0,22,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Friday,5,94127.0,2,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Friday,5,94130.0,4,2880.0,3196.0,786.0,656.0,,37500.0
Friday,5,94131.0,5,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Friday,5,94134.0,7,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Friday,5,94158.0,13,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Friday,6,94102.0,40,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Friday,6,94103.0,39,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Friday,6,94104.0,14,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Friday,6,94105.0,11,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Friday,6,94107.0,4,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Friday,6,94108.0,15,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Friday,6,94109.0,20,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Friday,6,94110.0,30,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Friday,6,94111.0,16,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Friday,6,94112.0,12,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Friday,6,94114.0,10,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Friday,6,94115.0,11,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Friday,6,94116.0,9,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Friday,6,94117.0,17,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Friday,6,94118.0,20,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Friday,6,94122.0,8,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Friday,6,94123.0,4,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Friday,6,94124.0,23,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Friday,6,94127.0,1,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Friday,6,94129.0,3,3183.0,1381.0,1132.0,1086.0,,143320.0
Friday,6,94130.0,1,2880.0,3196.0,786.0,656.0,,37500.0
Friday,6,94131.0,2,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Friday,6,94132.0,2,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Friday,6,94134.0,16,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Friday,6,94158.0,14,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Friday,7,94102.0,71,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Friday,7,94103.0,122,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Friday,7,94104.0,30,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Friday,7,94105.0,19,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Friday,7,94107.0,3,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Friday,7,94108.0,21,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Friday,7,94109.0,18,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Friday,7,94110.0,45,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Friday,7,94111.0,13,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Friday,7,94112.0,34,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Friday,7,94114.0,20,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Friday,7,94115.0,16,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Friday,7,94116.0,16,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Friday,7,94117.0,32,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Friday,7,94118.0,7,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Friday,7,94122.0,28,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Friday,7,94123.0,5,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Friday,7,94124.0,26,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Friday,7,94127.0,6,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Friday,7,94130.0,3,2880.0,3196.0,786.0,656.0,,37500.0
Friday,7,94131.0,4,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Friday,7,94132.0,10,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Friday,7,94134.0,18,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Friday,7,94158.0,22,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Friday,8,94102.0,76,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Friday,8,94103.0,141,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Friday,8,94104.0,49,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Friday,8,94105.0,36,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Friday,8,94107.0,11,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Friday,8,94108.0,26,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Friday,8,94109.0,30,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Friday,8,94110.0,67,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Friday,8,94111.0,21,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Friday,8,94112.0,26,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Friday,8,94114.0,30,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Friday,8,94115.0,24,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Friday,8,94116.0,16,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Friday,8,94117.0,48,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Friday,8,94118.0,25,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Friday,8,94122.0,32,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Friday,8,94123.0,27,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Friday,8,94124.0,30,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Friday,8,94127.0,14,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Friday,8,94129.0,3,3183.0,1381.0,1132.0,1086.0,,143320.0
Friday,8,94130.0,3,2880.0,3196.0,786.0,656.0,,37500.0
Friday,8,94131.0,9,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Friday,8,94132.0,16,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Friday,8,94134.0,27,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Friday,8,94158.0,23,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Friday,9,94102.0,112,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Friday,9,94103.0,133,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Friday,9,94104.0,49,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Friday,9,94105.0,23,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Friday,9,94107.0,4,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Friday,9,94108.0,44,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Friday,9,94109.0,49,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Friday,9,94110.0,93,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Friday,9,94111.0,21,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Friday,9,94112.0,26,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Friday,9,94114.0,21,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Friday,9,94115.0,23,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Friday,9,94116.0,25,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Friday,9,94117.0,55,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Friday,9,94118.0,25,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Friday,9,94122.0,48,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Friday,9,94123.0,9,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Friday,9,94124.0,30,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Friday,9,94127.0,22,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Friday,9,94129.0,4,3183.0,1381.0,1132.0,1086.0,,143320.0
Friday,9,94130.0,2,2880.0,3196.0,786.0,656.0,,37500.0
Friday,9,94131.0,10,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Friday,9,94132.0,21,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Friday,9,94134.0,41,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Friday,9,94158.0,37,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Friday,10,94102.0,107,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Friday,10,94103.0,169,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Friday,10,94104.0,60,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Friday,10,94105.0,18,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Friday,10,94107.0,11,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Friday,10,94108.0,42,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Friday,10,94109.0,39,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Friday,10,94110.0,89,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Friday,10,94111.0,55,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Friday,10,94112.0,35,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Friday,10,94114.0,28,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Friday,10,94115.0,23,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Friday,10,94116.0,21,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Friday,10,94117.0,48,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Friday,10,94118.0,39,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Friday,10,94122.0,60,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Friday,10,94123.0,13,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Friday,10,94124.0,36,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Friday,10,94127.0,8,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Friday,10,94129.0,1,3183.0,1381.0,1132.0,1086.0,,143320.0
Friday,10,94130.0,6,2880.0,3196.0,786.0,656.0,,37500.0
Friday,10,94131.0,20,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Friday,10,94132.0,16,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Friday,10,94134.0,46,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Friday,10,94158.0,36,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Friday,11,94102.0,131,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Friday,11,94103.0,155,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Friday,11,94104.0,51,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Friday,11,94105.0,29,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Friday,11,94107.0,12,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Friday,11,94108.0,56,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Friday,11,94109.0,30,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Friday,11,94110.0,100,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Friday,11,94111.0,83,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Friday,11,94112.0,47,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Friday,11,94114.0,9,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Friday,11,94115.0,23,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Friday,11,94116.0,28,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Friday,11,94117.0,51,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Friday,11,94118.0,50,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Friday,11,94122.0,69,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Friday,11,94123.0,35,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Friday,11,94124.0,39,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Friday,11,94127.0,10,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Friday,11,94130.0,4,2880.0,3196.0,786.0,656.0,,37500.0
Friday,11,94131.0,18,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Friday,11,94132.0,24,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Friday,11,94134.0,30,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Friday,11,94158.0,39,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Friday,12,94102.0,147,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Friday,12,94103.0,226,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Friday,12,94104.0,44,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Friday,12,94105.0,39,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Friday,12,94107.0,4,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Friday,12,94108.0,80,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Friday,12,94109.0,57,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Friday,12,94110.0,133,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Friday,12,94111.0,91,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Friday,12,94112.0,43,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Friday,12,94114.0,27,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
Friday,12,94115.0,39,33021.0,29596.0,18884.0,17289.0,965800.0,76952.0
Friday,12,94116.0,35,43698.0,16901.0,16283.0,15445.0,734400.0,83407.0
Friday,12,94117.0,72,39169.0,23211.0,19255.0,17939.0,911500.0,94479.0
Friday,12,94118.0,44,38319.0,19663.0,18633.0,17171.0,1000001.0,82857.0
Friday,12,94122.0,68,56023.0,23699.0,23633.0,22162.0,774500.0,81768.0
Friday,12,94123.0,31,23088.0,22622.0,15083.0,13717.0,1000001.0,112650.0
Friday,12,94124.0,56,33996.0,6901.0,10812.0,9717.0,470400.0,50146.0
Friday,12,94127.0,19,19289.0,10895.0,7801.0,7511.0,916900.0,131351.0
Friday,12,94129.0,3,3183.0,1381.0,1132.0,1086.0,,143320.0
Friday,12,94130.0,4,2880.0,3196.0,786.0,656.0,,37500.0
Friday,12,94131.0,3,26881.0,12926.0,13427.0,12618.0,859700.0,96889.0
Friday,12,94132.0,23,28129.0,9045.0,10769.0,9993.0,733100.0,69223.0
Friday,12,94134.0,47,40798.0,17001.0,11867.0,11244.0,547800.0,56716.0
Friday,12,94158.0,37,4792.0,7288.0,2482.0,2271.0,643900.0,82195.0
Friday,13,94102.0,87,31176.0,46472.0,18758.0,16844.0,574100.0,22517.0
Friday,13,94103.0,177,27170.0,20036.0,14778.0,13098.0,628000.0,43364.0
Friday,13,94104.0,54,406.0,5232.0,368.0,207.0,1000001.0,48750.0
Friday,13,94105.0,34,5846.0,15826.0,4601.0,3586.0,740900.0,163949.0
Friday,13,94107.0,2,26599.0,14845.0,15141.0,13736.0,719700.0,114439.0
Friday,13,94108.0,60,13768.0,50983.0,8843.0,7628.0,856900.0,35427.0
Friday,13,94109.0,63,55984.0,47129.0,37182.0,33342.0,723200.0,60722.0
Friday,13,94110.0,118,69333.0,29816.0,28913.0,27128.0,768200.0,82111.0
Friday,13,94111.0,79,3713.0,10791.0,2811.0,2365.0,882000.0,89722.0
Friday,13,94112.0,28,79407.0,23606.0,23081.0,21975.0,602400.0,71625.0
Friday,13,94114.0,33,31124.0,21837.0,17634.0,16281.0,1000001.0,114689.0
